Date,Open,Close,High,Low,Volume
2022-09-16 04:00:00,19760.0,19738.0,19863.0,19729.0,2429.80980465
2022-09-16 08:00:00,19738.73304923,19880.0,19894.0,19625.63939314,1107.58548802
2022-09-16 12:00:00,19881.73373554,19668.0,19883.0,19431.0,1770.49917295
2022-09-16 16:00:00,19668.42217437,19633.0,19668.42217437,19347.0,1167.30547101
2022-09-16 20:00:00,19628.0,19813.31437099,19834.0,19628.0,267.08209965
2022-09-17 00:00:00,19813.0,19895.0,20073.0,19785.69349181,213.52423919
2022-09-17 04:00:00,19894.0,19861.23897399,19991.0,19800.0,2263.09847218
2022-09-17 08:00:00,19862.0,19828.0,19921.0,19814.0,4325.16913322
2022-09-17 12:00:00,19825.61073262,19983.0,20039.0,19757.0,1870.28779912
2022-09-17 16:00:00,19983.0,20020.0,20212.0,19958.53656094,4853.14845074
2022-09-17 20:00:00,20025.0,20124.67868232,20152.0,19959.0,141.28825396
2022-09-18 00:00:00,20124.67868232,20003.63141793,20125.0,19960.0,71.61810418
2022-09-18 04:00:00,20004.0,20062.0,20100.0,19966.0,49.74429329
2022-09-18 08:00:00,20063.0,19934.0884947,20104.0,19777.0,382.31307347
2022-09-18 12:00:00,19933.97214314,19817.0,20031.59139921,19737.55582734,240.4848709
2022-09-18 16:00:00,19818.0,19731.0,19879.0,19564.0,569.51017052
2022-09-18 20:00:00,19729.09924447,19417.99098587,19748.0,19350.08803832,1112.36955418
2022-09-19 00:00:00,19418.0,18783.80675285,19522.0,18695.0,4092.62777802
2022-09-19 04:00:00,18784.0,18479.0,18879.0,18256.0,1944.16437347
2022-09-19 08:00:00,18482.16227432,18697.0,18799.60688647,18392.0,2225.91083863
2022-09-19 12:00:00,18696.12504831,19094.0,19423.0,18695.0,2489.49623032
2022-09-19 16:00:00,19094.0,19524.0,19563.0,18895.0,885.54641483
2022-09-19 20:00:00,19529.0,19544.5149091,19694.0,19435.6169459,331.3700384
2022-09-20 00:00:00,19544.0,19389.0,19635.0,19191.0,2092.80083091
2022-09-20 04:00:00,19379.1592103,19366.0,19582.0,19255.0,916.4018496
2022-09-20 08:00:00,19369.88643801,19232.0,19445.0,19168.0,2308.56232397
2022-09-20 12:00:00,19232.0,19242.0,19266.0,18804.0,2513.05145366
2022-09-20 16:00:00,19245.41978978,19003.0,19319.0,18754.0,1430.18118132
2022-09-20 20:00:00,19006.0,18886.62342906,19098.0,18804.0,405.8029971
2022-09-21 00:00:00,18886.0,19037.0,19071.59199095,18845.0,378.44522507
2022-09-21 04:00:00,19034.0,18954.57540463,19137.0,18808.9445418,2009.52512981
2022-09-21 08:00:00,18954.57540463,19174.66508683,19207.0,18834.58702467,581.10423856
2022-09-21 12:00:00,19172.0,19206.49278113,19492.39207693,19099.0,782.54821023
2022-09-21 16:00:00,19206.49278113,19015.0,19981.0,18729.0,10106.90843483
2022-09-21 20:00:00,19015.0,18473.0,19079.0,18210.0,3757.31522492
2022-09-22 00:00:00,18473.0,18698.0,18790.0,18377.0,2724.13268226
2022-09-22 04:00:00,18698.0,18946.0,18972.43712542,18637.0,1489.9670822
2022-09-22 08:00:00,18944.0,19234.09742607,19283.45091306,18910.0,14684.22832697
2022-09-22 12:00:00,19236.19732807,19006.0,19316.0,18817.0,7528.76966127
2022-09-22 16:00:00,19004.62002362,19319.0,19500.0,18788.15824009,1213.59283431
2022-09-22 20:00:00,19328.0,19413.0,19524.0,19167.0,643.0387618
2022-09-23 00:00:00,19411.87732991,19400.93999087,19468.0,19245.46202267,458.36682842
2022-09-23 04:00:00,19406.83335052,19231.0,19512.0,19210.0,1865.13237638
2022-09-23 08:00:00,19231.25543531,18865.0,19273.0,18833.0,5612.81259298
2022-09-23 12:00:00,18865.0,18733.0,19084.0,18551.0,3715.91795916
2022-09-23 16:00:00,18725.0,18828.0,18861.0,18583.85851669,2058.78550746
2022-09-23 20:00:00,18824.64166567,19299.0,19405.0,18812.0,834.44946393
2022-09-24 00:00:00,19298.0,19132.66691134,19315.0,19042.0,221.01713684
2022-09-24 04:00:00,19138.0,19000.32379085,19188.0,18933.0,277.65885564
2022-09-24 08:00:00,19000.0,19063.17254799,19120.0,18953.0,152.16034
2022-09-24 12:00:00,19063.39931979,19125.06596535,19227.0,19024.0,274.7761285
2022-09-24 16:00:00,19125.86737364,19117.0,19194.0,19066.0,119.1203864
2022-09-24 20:00:00,19116.0,18935.0,19158.0,18822.0,284.33352442
2022-09-25 00:00:00,18934.0,19063.0,19069.0,18929.0,129.59460223
2022-09-25 04:00:00,19063.0,19111.84752381,19140.0,18954.58760525,92.13089545
2022-09-25 08:00:00,19112.0,19137.0,19188.0,18997.0,436.26159819000003
2022-09-25 12:00:00,19137.01030905,19019.85279262,19153.0,18858.0,369.66913288
2022-09-25 16:00:00,19012.04422352,18923.0,19138.0,18878.0,725.27024431
2022-09-25 20:00:00,18922.0,18817.0,18961.0,18646.0,2362.3885977200002
2022-09-26 00:00:00,18819.0,18883.55178104,18950.65125665,18758.0,11686.49780452
2022-09-26 04:00:00,18883.55178104,18928.0,18949.0,18694.0,8553.63740626
2022-09-26 08:00:00,18928.90010646,18879.30384586,19333.0,18827.0,10167.6822972
2022-09-26 12:00:00,18879.30384586,19137.0,19294.0,18835.0,9820.50148254
2022-09-26 16:00:00,19135.94476222,19212.0,19282.0,18980.87578883,2789.09364522
2022-09-26 20:00:00,19214.87050871,19235.0,19256.09111442,19089.0,733.19508214
2022-09-27 00:00:00,19233.0,20113.0,20327.0,19213.29064636,2039.47193367
2022-09-27 04:00:00,20115.0,20201.91661128,20373.0,19977.27162562,2455.21315837
2022-09-27 08:00:00,20201.91661128,20251.22283002,20344.0,20106.0,1892.05655592
2022-09-27 12:00:00,20252.0,19905.0,20385.0,19892.0,4361.05981978
2022-09-27 16:00:00,19905.0,19097.0,19967.75781098,18838.0,3699.66772578
2022-09-27 20:00:00,19091.77206087,19096.59592432,19176.74244676,18942.0,511.65404568
2022-09-28 00:00:00,19096.0,18752.72967347,19245.0,18478.0,1460.71255487
2022-09-28 04:00:00,18752.0,18788.66694078,18883.0,18640.0,1475.46492363
2022-09-28 08:00:00,18788.66694078,18963.0,19148.51601403,18579.0,5769.40384607
2022-09-28 12:00:00,18963.0,19494.0,19503.0,18963.0,4361.22540786
2022-09-28 16:00:00,19490.09417702,19547.93553619,19661.0,19284.0,2351.22007406
2022-09-28 20:00:00,19559.95931497,19419.0,19791.0,19400.0,637.05111048
2022-09-29 00:00:00,19419.45237404,19515.0,19602.0,19298.0,477.17623848
2022-09-29 04:00:00,19515.0,19364.54365749,19628.0,19278.0,955.44378727
2022-09-29 08:00:00,19364.54365749,19485.73626577,19558.0,19315.0,804.62089857
2022-09-29 12:00:00,19484.76246586,19306.0,19486.0,18859.0,3578.05650276
2022-09-29 16:00:00,19305.34422107,19400.32355388,19651.2772302,19129.0,1537.89993713
2022-09-29 20:00:00,19410.0,19589.0,19652.0,19381.0,1049.0713645
2022-09-30 00:00:00,19589.0,19404.0,19705.0,19320.0,1361.68235086
2022-09-30 04:00:00,19404.95983948,19568.0,19635.0,19390.0,1180.41732986
2022-09-30 08:00:00,19574.0,19440.0,19639.32465503,19406.0,1980.72265343
2022-09-30 12:00:00,19446.0,19768.0,20181.0,19154.0,5250.67825182
2022-09-30 16:00:00,19767.0,19491.0,19874.0,19481.0,1128.12503521
2022-09-30 20:00:00,19489.0,19429.98970855,19550.44176667,19262.0,802.41779139
2022-10-01 00:00:00,19429.0,19422.18470867,19485.0,19363.0,86.13686843
2022-10-01 04:00:00,19422.0,19325.0,19425.0,19267.0,169.44219812
2022-10-01 08:00:00,19325.0,19324.0,19374.0,19157.0,202.42028877
2022-10-01 12:00:00,19319.0,19333.07840888,19403.0,19256.0,173.52052249
2022-10-01 16:00:00,19339.0,19274.2496887,19351.37886779,19216.40144719,227.92625257
2022-10-01 20:00:00,19274.2496887,19316.0,19347.0,19212.0,77.95300421
2022-10-02 00:00:00,19314.0,19314.0,19351.7075036,19243.0,50.99454837
2022-10-02 04:00:00,19314.0,19289.0,19396.0,19235.0,75.37282138
2022-10-02 08:00:00,19289.0,19203.0,19300.0,19050.0,384.85815478
2022-10-02 12:00:00,19201.0,19154.0,19244.0,19083.0,100.16362547
2022-10-02 16:00:00,19149.0,19267.31474974,19340.0,19139.0,314.89767774
2022-10-02 20:00:00,19272.0,19066.91978561,19300.0,18943.0,2235.72002314
2022-10-03 00:00:00,19067.0,19176.0,19261.0,18980.0,590.92889924
2022-10-03 04:00:00,19178.0,19205.0,19330.0,19073.0,2516.02461652
2022-10-03 08:00:00,19203.0,19257.0,19257.0,19139.0,1254.74504487
2022-10-03 12:00:00,19257.0,19354.76584427,19497.0,19146.34761694,4686.89975646
2022-10-03 16:00:00,19354.76584427,19538.0,19657.0,19327.39703106,1389.77627444
2022-10-03 20:00:00,19545.0,19632.0,19708.0,19517.0,455.13178181
2022-10-04 00:00:00,19635.0,19599.0,19730.0,19502.0,221.82725685
2022-10-04 04:00:00,19599.63568467,19969.0,19983.0,19564.0,1385.81967094
2022-10-04 08:00:00,19971.61082893,19947.0,20157.0,19824.02550298,1693.16569755
2022-10-04 12:00:00,19946.0,20096.15145099,20264.0,19919.54995473,2396.77905452
2022-10-04 16:00:00,20096.15145099,20219.06231739,20265.0,19876.0,1305.3809071
2022-10-04 20:00:00,20226.0,20344.0,20543.0,20157.0,1463.10340778
2022-10-05 00:00:00,20344.0,20194.76546373,20363.0,20158.0,694.46984175
2022-10-05 04:00:00,20194.76546373,20231.78313852,20305.0,20085.33482584,581.35448523
2022-10-05 08:00:00,20233.90462975,20030.0,20241.59126257,19965.0,1054.29441118
2022-10-05 12:00:00,20030.0,20007.0,20066.0,19750.0,3237.11253518
2022-10-05 16:00:00,20008.0,20129.0,20343.0,19959.0,962.25113398
2022-10-05 20:00:00,20130.0,20156.31380734,20213.0,19985.0,461.94988146000003
2022-10-06 00:00:00,20156.0,20360.0,20455.0,20151.0,873.10944458
2022-10-06 04:00:00,20360.89354379,20234.0,20455.0,20167.02722237,983.08291112
2022-10-06 08:00:00,20234.0,20242.0,20260.0,20089.0,1209.93830412
2022-10-06 12:00:00,20242.66746866,20033.11176942,20333.43137248,19883.80904269,2074.29619482
2022-10-06 16:00:00,20033.11176942,20015.0,20260.15616668,19963.0,926.71417442
2022-10-06 20:00:00,20015.0,19960.0,20070.0,19866.0,363.27209843
2022-10-07 00:00:00,19959.0,19987.78918757,20053.0,19950.0,268.95166234
2022-10-07 04:00:00,19988.0,19937.41525701,20007.0,19819.0,695.14678798
2022-10-07 08:00:00,19937.05734713,20007.34807848,20016.0,19927.0,684.65321706
2022-10-07 12:00:00,20007.34807848,19577.00677278,20059.0,19489.0,4649.2346048
2022-10-07 16:00:00,19577.8324191,19464.0,19601.0,19334.0,1176.10718221
2022-10-07 20:00:00,19461.0,19532.6194523,19638.0,19448.0,203.97401517
2022-10-08 00:00:00,19532.6194523,19505.0,19626.0,19499.0,62.88570806
2022-10-08 04:00:00,19506.0,19506.0,19538.0,19419.0,207.08356909
2022-10-08 08:00:00,19506.0,19543.0,19550.0,19461.0,217.68376887
2022-10-08 12:00:00,19541.83756975,19490.0,19548.0,19444.0,170.34818
2022-10-08 16:00:00,19490.98063662,19471.0,19537.0,19450.0,62.97113547
2022-10-08 20:00:00,19470.0,19418.0113733,19481.0,19250.0,505.57946626
2022-10-09 00:00:00,19418.0,19370.0,19449.09806366,19338.0,58.42015703
2022-10-09 04:00:00,19366.0,19409.16351736,19439.0,19326.0,43.05414992
2022-10-09 08:00:00,19409.16351736,19470.0,19544.0,19379.0,393.23915299
2022-10-09 12:00:00,19469.0,19539.0,19553.0,19467.89239001,81.45185264
2022-10-09 16:00:00,19539.0,19471.50037013,19550.0,19371.0,192.94884443
2022-10-09 20:00:00,19471.50037013,19444.42907034,19498.0,19366.20403714,355.54899535
2022-10-10 00:00:00,19441.0,19451.13612583,19526.95886111,19410.0,134.53534099
2022-10-10 04:00:00,19451.0,19416.0,19472.8884803,19378.0,923.83721852
2022-10-10 08:00:00,19415.0,19330.0,19415.0,19134.0,1484.58679064
2022-10-10 12:00:00,19329.04854659,19269.0,19439.0,19227.0,1358.5050662
2022-10-10 16:00:00,19268.0,19221.00617731,19356.0,19104.0,551.8344974
2022-10-10 20:00:00,19216.58196137,19128.0,19275.0,19000.0,237.00761649
2022-10-11 00:00:00,19127.0,19043.0,19127.0,18957.0,683.07067553
2022-10-11 04:00:00,19044.0,19085.52993575,19110.0,19006.0,1276.18696108
2022-10-11 08:00:00,19085.158954,19148.0,19154.0,19036.15627275,1183.84144292
2022-10-11 12:00:00,19148.0,19138.39263983,19260.0,18856.7741059,1741.02304729
2022-10-11 16:00:00,19138.39263983,18994.0,19185.0,18899.0,3463.97568916
2022-10-11 20:00:00,18995.0,19063.0,19063.0,18990.0,490.69409554
2022-10-12 00:00:00,19063.0,19044.01820641,19122.0,19025.0,695.73460054
2022-10-12 04:00:00,19045.0,19112.0,19197.0,19043.0,2479.80662661
2022-10-12 12:00:00,19108.0,19142.0,19152.0,19037.0,110.14974399
2022-10-12 16:00:00,19142.0,19144.0,19181.0,19048.0,113.37334485
2022-10-12 20:00:00,19144.0,19160.0,19233.0,19139.0,84.72763201
2022-10-13 00:00:00,19155.0,19087.0,19172.0,19023.0,70.2146435
2022-10-13 04:00:00,19086.0,19010.0,19107.0,18953.0,256.93919388
2022-10-13 08:00:00,19007.0,18758.0,19038.0,18573.0,1846.53379148
2022-10-13 12:00:00,18753.0,18953.0,19050.0,18161.0,2722.56454885
2022-10-13 16:00:00,18960.0,19385.0,19515.0,18905.0,1196.96487971
2022-10-13 20:00:00,19377.0,19385.0,19498.0,19348.0,182.68806701
2022-10-14 00:00:00,19382.0,19822.0,19947.0,19347.0,798.04036267
2022-10-14 04:00:00,19825.0,19643.0,19849.0,19574.0,308.89746614
2022-10-14 08:00:00,19645.0,19600.0,19747.0,19540.0,208.20035462
2022-10-14 12:00:00,19601.0,19364.0,19850.0,19304.0,574.03721921
2022-10-14 16:00:00,19359.0,19176.0,19397.0,19120.0,569.51554886
2022-10-14 20:00:00,19176.0,19186.0,19222.0,19088.0,107.49622596
2022-10-15 00:00:00,19183.0,19208.0,19227.0,19140.0,42.37210537
2022-10-15 04:00:00,19208.0,19177.0,19217.0,19142.0,39.68538265
2022-10-15 08:00:00,19176.0,19169.0,19185.0,19050.0,96.30854775
2022-10-15 12:00:00,19168.0,19134.0,19195.0,19100.0,88.46915192
2022-10-15 16:00:00,19134.0,19096.0,19161.0,19056.0,337.90239612
2022-10-15 20:00:00,19097.0,19071.0,19132.0,18991.0,132.54508735
2022-10-16 00:00:00,19073.0,19123.0,19168.0,19067.0,22.89674229
2022-10-16 04:00:00,19121.0,19138.0,19158.0,19112.0,18.85230989
2022-10-16 08:00:00,19138.0,19143.0,19218.0,19094.0,193.98054377
2022-10-16 12:00:00,19142.0,19154.0,19177.0,19110.0,31.53685462
2022-10-16 16:00:00,19155.0,19381.0,19386.0,19127.0,297.15716446
2022-10-16 20:00:00,19387.0,19267.0,19428.0,19113.0,217.26267797
2022-10-17 00:00:00,19268.0,19195.0,19311.0,19166.0,78.99499268
2022-10-17 04:00:00,19195.0,19304.0,19326.0,19173.0,93.74089131
2022-10-17 08:00:00,19304.0,19469.0,19565.0,19257.0,469.18373116
2022-10-17 12:00:00,19469.0,19542.0,19684.0,19432.0,330.70610209
2022-10-17 16:00:00,19542.0,19532.0,19593.0,19453.0,187.92284301
2022-10-17 20:00:00,19532.0,19554.0,19630.0,19484.0,288.63610946
2022-10-18 00:00:00,19557.0,19554.0,19627.0,19492.0,114.59625142
2022-10-18 04:00:00,19554.0,19676.0,19709.0,19545.0,216.66845401
2022-10-18 08:00:00,19679.0,19576.0,19684.0,19491.0,444.19827141
2022-10-18 12:00:00,19577.0,19376.0,19684.0,19288.0,441.36579021
2022-10-18 16:00:00,19374.0,19219.0,19446.0,19100.0,489.36585831
2022-10-18 20:00:00,19219.0,19334.0,19432.0,19200.0,410.06040785
2022-10-19 00:00:00,19332.0,19291.0,19361.0,19227.0,162.51866798
2022-10-19 04:00:00,19291.0,19225.0,19312.0,19152.0,108.64951355
2022-10-19 08:00:00,19225.0,19206.0,19285.0,19154.0,119.55611375
2022-10-19 12:00:00,19205.0,19278.0,19309.0,19081.0,216.37835274
2022-10-19 16:00:00,19278.0,19234.0,19282.0,19098.0,167.94758898
2022-10-19 20:00:00,19233.0,19132.0,19254.0,19093.0,84.20882589
2022-10-20 00:00:00,19131.0,19055.0,19171.0,18900.0,254.5495462
2022-10-20 04:00:00,19049.0,19152.0,19220.0,19048.0,122.51936599
2022-10-20 08:00:00,19153.0,19217.0,19267.0,19119.0,86.83880674
2022-10-20 12:00:00,19216.0,19265.0,19355.0,19132.0,183.97227453
2022-10-20 16:00:00,19265.0,19070.0,19265.0,18979.0,441.95543997
2022-10-20 20:00:00,19070.0,19058.0,19104.0,18943.0,184.64690164
2022-10-21 00:00:00,19057.0,19062.0,19142.0,19013.0,67.10284556
2022-10-21 04:00:00,19065.0,19040.0,19093.0,19008.0,43.2574611
2022-10-21 08:00:00,19039.0,18961.0,19052.0,18915.0,154.85602039
2022-10-21 12:00:00,18960.0,19179.0,19182.0,18673.0,699.23806705
2022-10-21 16:00:00,19179.0,19196.0,19256.0,19107.0,140.69270846
2022-10-21 20:00:00,19200.0,19175.0,19260.0,19150.0,85.60376061
2022-10-22 00:00:00,19175.0,19158.0,19191.0,19124.0,24.91700908
2022-10-22 04:00:00,19162.0,19173.0,19181.0,19144.0,30.657544090000002
2022-10-22 08:00:00,19171.0,19190.0,19198.0,19154.0,55.52265475
2022-10-22 12:00:00,19190.0,19262.0,19278.0,19172.0,550.09173772
2022-10-22 16:00:00,19263.0,19202.0,19270.0,19156.0,52.27954706
2022-10-22 20:00:00,19202.0,19219.0,19241.0,19196.0,39.90123376
2022-10-23 00:00:00,19219.0,19208.0,19229.0,19179.0,31.56254168
2022-10-23 04:00:00,19208.0,19169.0,19234.0,19165.0,47.44987872
2022-10-23 08:00:00,19170.0,19169.0,19199.0,19142.0,42.35107919
2022-10-23 12:00:00,19169.0,19210.0,19225.0,19086.0,94.53169144
2022-10-23 16:00:00,19209.0,19521.0,19548.0,19193.0,908.92932572
2022-10-23 20:00:00,19521.0,19585.0,19707.0,19467.0,392.61433888
2022-10-24 00:00:00,19586.0,19402.0,19615.0,19357.0,258.39923431
2022-10-24 04:00:00,19404.0,19338.0,19404.0,19262.0,215.84338671
2022-10-24 08:00:00,19339.0,19444.0,19459.0,19320.0,152.67527083
2022-10-24 12:00:00,19438.0,19314.0,19461.0,19174.0,450.49598665
2022-10-24 16:00:00,19313.0,19354.0,19433.0,19240.0,89.44596615
2022-10-24 20:00:00,19357.0,19340.0,19422.0,19314.0,145.07862395
2022-10-25 00:00:00,19339.0,19355.0,19374.0,19259.0,33.21315262
2022-10-25 04:00:00,19355.0,19316.0,19385.0,19294.0,49.88367561
2022-10-25 08:00:00,19317.0,19321.0,19335.0,19251.0,63.51158373
2022-10-25 12:00:00,19320.0,19760.0,19832.0,19279.0,763.42872956
2022-10-25 16:00:00,19768.0,20285.0,20432.0,19746.0,1511.5357902
2022-10-25 20:00:00,20286.0,20104.0,20307.0,20008.0,336.41121407
2022-10-26 00:00:00,20105.0,20281.0,20330.0,20077.0,337.37552733
2022-10-26 04:00:00,20280.0,20374.0,20407.0,20157.0,214.01069607
2022-10-26 08:00:00,20375.0,20627.0,20825.0,20308.0,893.26523973
2022-10-26 12:00:00,20627.0,20857.0,21022.0,20366.0,1728.68044377
2022-10-26 16:00:00,20864.0,20776.0,21011.0,20655.0,491.23764917
2022-10-26 20:00:00,20781.0,20790.0,20920.0,20717.0,239.21242228
2022-10-27 00:00:00,20788.0,20767.0,20861.0,20625.0,193.11296703
2022-10-27 04:00:00,20774.0,20732.0,20892.0,20704.0,178.93564351999999
2022-10-27 08:00:00,20733.0,20639.0,20762.0,20488.0,339.87294232
2022-10-27 12:00:00,20639.0,20580.0,20787.0,20460.0,1050.81259297
2022-10-27 16:00:00,20579.0,20644.0,20692.0,20522.0,240.03768003
2022-10-27 20:00:00,20646.0,20301.0,20654.0,20191.0,747.36163641
2022-10-28 00:00:00,20305.0,20306.0,20343.0,20166.0,224.55514507
